fecha,referencia,alcalinidad_total,aluminio,bario,bicarbonatos,cadmio,calcio,carbonatos,cianuro_libre,cloruros,cobre,coliformes_termotolerantes,coliformes_totales,conductividad,cromo,dbo5,dqo,dureza_calcica,dureza_magnesica_pd,dureza_total,fosforo_total,hidróxidos,hierro,magnesio,manganeso,mercurio,niquel,nitratos,nitritos,nitritos_nitratos,nitrogeno_amoniacal,nitrogeno_ntk,nitrogeno_orgánico,ph,plomo,potasio,sodio,solidos_sedimentables,solidos_suspendidos,solidos_totales,solidos_totales_volátiles,sulfatos,sulfuros,sustancias_solubles_al_hexano,turbiedad,zinc,obs
12/20/11,LN1,,,,,< 20,,,,,< 4,2.10E+03,4.90E+04,,31.70,46.00,390.00,,,,,,2.74,,0.80,,67.10,,,,,,,8.32,< 100,,,,,,,,,,,0.08,
12/20/11,LN2,,,,,23.20,,,,,8.70,"> 1,6 E+07","> 1,6 E+07",,318.00,"15,695.00","19,483.00",,,,,,73.04,,8.62,,244.10,,,,,,,6.98,243.90,,,,,,,,,,,2.41,
04/09/12,LN1,"6,712.20",164.40,,"6,105.54",< 20,,606.66,,,38.80,"> 1,6E+04","> 1,6E+04",,121.40,86.00,"1,638.00",,,,10.23,0.00,3.11,,0.37,,185.20,,,,,"1,258.64",,8.34,< 100,,,0.00,50.00,"6,104.00",,595.12,,18.50,,0.17,
04/09/12,LN2,"11,390.40","2,076.00",,"10,177.08",30.60,,"1,213.32",,,150.00,3.30E+04,5.40E+04,,326.00,**,"41,714.00",,,,18.46,0.00,98.34,,10.48,,424.00,,,,,"2,061.66",,8.39,333.20,,,0.80,525.00,"25,905.00",,778.05,,86.00,,1.42, **DBO mayor a la esperada 
06/26/12,LN1,,,,,< 20,,,,,23.40,1.10E+04,1.10E+04,,203.00,101.00,"2,515.00",,,,,,4.27,,0.29,,281.30,,,,,,,8.32,< 100,,,,,,,,,,,0.23,
06/26/12,LN2,,,,,< 20,,,,,86.90,1.40E+05,1.40E+05,,473.00,"15,840.00","18,762.00",,,,,,62.30,,2.67,,401.50,,,,,,,7.44,194.80,,,,,,,,,,,2.16,
09/27/12,LN1,"8,201.60",254.40,,"5,601.10",< 20,,"2,600.50",,,21.20,5.40E+04,5.40E+04,,250.60,116.00,"1,792.00",,,,9.36,0.00,3.17,,0.20,,349.30,,,,,"1,695.49",,8.79,< 100,,,0.00,29.00,"7,788.00",,374.40,,9.50,,0.33,
09/27/12,LN2,"12,202.40",789.80,,"11,002.20",< 20,,"1,200.20",,,8.80,1.30E+04,1.30E+04,,486.20,**,"5,950.00",,,,19.98,0.00,11.41,,0.19,,388.30,,,,,"2,415.00",,8.36,< 100,,,0.10,304.00,"12,840.00",,548.80,,21.00,,0.09,**La DBO es menor a la esperada
12/04/12,LN1,,,,,< 20,,,,,20.70,2.40E+03,3.50E+03,,172.60,**,"1,644.00",,,,,,3.14,,1.05,,267.00,,,,,,,8.77,< 100,,,,,,,,,,,0.25,**La DBO es mayor a la esperada
12/04/12,LN2,,,,,< 20,,,,,57.20,3.50E+05,9.20E+05,,790.90,**,"48,603.00",,,,,,135.36,,10.98,,618.80,,,,,,,7.01,< 100,,,,,,,,,,,3.17,**La DBO es mayor a la esperada
03/19/13,LN1,"7,004.91",467.10,,"4,787.53",< 20,,"2,217.38",,,19.00,2.00E+02,1.30E+04,,203.80,95.00,"1,946.00",,,,11.39,0.00,3.88,,0.36,,321.00,,,,,"1,580.39",,9.01,< 100,,,0.60,78.00,"7,016.00",,126.54,,14.00,,0.24,
03/19/13,LN2_SB,"9,827.03","2,390.30",,"9,222.29",< 20,,604.74,,,40.00,7.90E+03,1.40E+04,,506.00,"21,750.00","28,261.00",,,,22.78,0.00,64.12,,4.01,,523.60,,,,,"2,031.93",,8.30,< 100,,,2.00,620.00,"21,764.00",,647.95,,83.00,,2.45,
03/19/13,LN2_CB,"9,071.10","5,262.40",,"7,861.62",< 20,,"1,209.48",,,29.70,3.30E+03,3.30E+03,,442.20,**,"16,622.00",,,,10.60,0.00,56.49,,0.64,,426.80,,,,,"2,229.47",,8.49,<100,,,0.50,315.00,"17,145.00",,704.36,,79.00,,1.45,**La DBO es mayor a la esperada >3500 mg/l
04/16/13,LN2_SB,,,,,,,,,,,4.90E+03,7.90E+03,"28,400.00",,"32,000.00","38,244.00",,,,,,,,,,,,,,,,,7.61,,,,,810.00,"27,480.00",,,,,,,
04/16/13,LN2_CB,,,,,,,,,,,2.40E+05,9.20E+05,"26,100.00",,"13,250.00","21,521.00",,,,,,,,,,,,,,,,,8.17,,,,,"1,170.00","20,120.00",,,,,,,
05/10/13,LN2_SB,,,,,,,,,,,2.20E+04,9.20E+04,"2,910.00",,"24,250.00","34,041.00",,,,,,,,,,,,,,,,,7.52,,,,,"1,965.00","22,030.00",,,,,,,
05/10/13,LN2_CB,,,,,,,,,,,4.90E+03,4.90E+04,"2,650.00",,"18,250.00","23,472.00",,,,,,,,,,,,,,,,,7.81,,,,,800.00,"19,400.00",,,,,,,
06/20/13,LN1,,,,,< 10,,,,,60.50,7.80E+01,9.20E+04,,193.10,100.00,"1,631.00",,,,,,3.02,,0.29,,319.80,,,,,,,8.39,<50,,,,,,,,,,,0.23,
06/20/13,LN2_CB,,,,,< 10,,,,,88.30,5.40E+04,5.40E+04,,446.30,"25,000.00","64,248.00",,,,,,72.38,,3.19,,426.50,,,,,,,7.52,<50,,,,,,,,,,,2.38,
06/20/13,LN2_SB,,,,,< 10,,,,,126.20,1.10E+04,1.10E+05,,537.40,"32,500.00","43,498.00",,,,,,99.17,,7.93,,539.70,,,,,,,7.31,<50,,,,,,,,,,,3.69,
07/23/13,LN2_SB,,,,,,,,,,,4.90E+03,7.90E+03,"28,900.00",,"31,500.00","45,028.00",,,,,,,,,,,,,,,,,7.43,,,,,864.00,"27,564.00",,,,,,,
07/23/13,LN2_CB,,,,,,,,,,,1.70E+03,3.50E+03,"26,600.00",,"20,000.00","26,266.00",,,,,,,,,,,,,,,,,7.79,,,,,"1,436.00","20,716.00",,,,,,,
09/11/13,LN1,"8,644.72",650.20,,"6,835.36",<10,,"1,809.36",,,<4,3.30E+01,3.50E+03,,251.00,108.00,"1,789.00",,,,8.30,0.00,3.25,,0.21,,<50,,,,,"1,646.52",,8.94,<50,,,0.00,20.00,"7,824.00",,69.88,,34.00,,0.32,
09/11/13,LN2_SB,"11,958.12","1,992.70",,"10,751.88",<10,,"1,206.24",,,<4,4.90E+03,4.90E+03,,<20,"16,500.00","17,594.00",,,,15.38,0.00,55.11,,1.11,,<50,,,,,"2,237.58",,8.30,<50,,,1.00,464.00,"19,756.00",,49.29,,80.00,,1.88,
09/11/13,LN2_CB,"10,742.04","1,368.40",,"9,334.76",<10,,"1,407.28",,,<4,5.40E+04,1.70E+05,,<20,"14,250.00","16,432.00",,,,17.98,0.00,25.11,,0.46,,<50,,,,,"2,350.16",,8.37,<50,,,0.30,280.00,"18,260.00",,37.38,,54.00,,0.88,
10/21/13,LN2_SB,,,,,,,,,,,2.60E+04,1.70E+05,"25,000.00",,"7,300.00","17,942.00",,,,,,,,,,,,,,,,,7.60,,,,,545.00,"16,192.00",,,,,,,
10/21/13,LN2_CB,,,,,,,,,,,2.40E+05,3.50E+05,"10,520.00",,"2,300.00","7,834.00",,,,,,,,,,,,,,,,,7.71,,,,,670.00,"6,824.00",,,,,,,
10/24/13,LN1,,,,,,,,,,,4.90E+03,1.10E+05,"9,960.00",,**,"3,487.00",,,,,,,,,,,,,,,,,8.31,,,,,980.00,"6,496.00",,,,,,,**La DBO es mayor a la esperada >700 mg/l
01/20/14,LN2_SB,,,,,,,,,,,2.40E+06,5.40E+06,"2,570.00",,"9,750.00","19,242.00",,,,,,,,,,,,,,,,,7.39,,,,,400.00,"17,072.00",,,,,,,
01/20/14,LN2_CB,,,,,,,,,,,2.40E+06,3.50E+06,"2,630.00",,"6,200.00","12,800.00",,,,,,,,,,,,,,,,,7.82,,,,,914.00,"16,004.00",,,,,,,
01/31/14,LN1,,,,,12.10,,,,,<4,,,,248.10,98.00,"1,863.00",,,,,,3.09,,0.30,,374.60,,,,,,,8.31,<50,,,,,,,,,,,0.28,
01/31/14,LN2_CB,,,,,10.50,,,,,8.30,,,,563.20,"8,900.00","17,232.00",,,,,,28.49,,3.27,,353.70,,,,,,,7.49,121.00,,,,,,,,,,,2.19,
01/31/14,LN2_SB,,,,,14.30,,,,,44.60,,,,"1,226.00","26,000.00","35,984.00",,,,,,129.36,,11.51,,652.90,,,,,,,7.06,99.00,,,,,,,,,,,8.15,
04/11/14,LN2_SB,,,,,,,,,,,4.50E+04,7.80E+04,"2,830.00",,**,"37,540.00",,,,,,,,,,,,,,,,,7.31,,,,,"1,030.00","25,774.00",,,,,,,**La DBO es mayor a la esperada >20000 mg/l
04/11/14,LN2_CB,,,,,,,,,,,4.50E+04,6.80E+04,"2,400.00",,"17,000.00","20,715.00",,,,,,,,,,,,,,,,,7.56,,,,,690.00,"18,720.00",,,,,,,
04/29/14,LN1,"6,432.00",400.40,,"4,073.60",< 10,,"2,358.40",,,< 10,2.00E+02,1.40E+04,,< 20,98.00,"1,626.00",,,,12.83,0.00,2.85,,0.39,,< 50,,,,,,,8.69,< 50,,,0.00,39.00,"6,505.00",,180.60,,24.00,,0.28,
04/29/14,LN2_SB,"10,505.60","2,291.30",,"8,790.40",<10,,"1,715.20",,,<10,7.90E+04,1.10E+05,,609.40,"28,500.00","36,248.00",,,,32.06,0.00,115.10,,9.36,,514.80,,,,,,,8.41,<50,,,2.00,"1,280.00","24,780.00",,737.60,,31.00,,4.16,
04/29/14,LN2_CB,"8,790.40","1,063.70",,"7,289.60",<10,,"1,500.80",,,<10,7.00E+03,3.50E+05,,<20,"9,500.00","18,626.00",,,,13.72,0.00,275.66,,<5,,<50,,,,,,,8.34,118.60,,,Interferencia,500.00,"16,235.00",,168.80,,25.00,,< 20,Manganeso <5 ug/l Potasio <50 ug/l
06/24/14,LN2_SB,,,,,,,,,,,,,"27,100.00",,"49,000.00","84,560.00",,,,,,,,,,,,,,,,,6.88,,,,,760.00,"32,464.00",,,,,,,
06/24/14,LN2_CB,,,,,,,,,,,,,"20,400.00",,"20,500.00","29,015.00",,,,,,,,,,,,,,,,,7.49,,,,,752.00,"20,580.00",,,,,,,
07/15/14,LN1,,,,,< 10,,,,,13.60,"< 1,8",1.40E+04,,126.90,113.00,"1,894.00",,,,,,2.29,,0.22,,208.60,,,,,,,8.41,< 50,,,,,,,,,,,0.15,
07/15/14,LN2_SB,,,,,<10,,,,,24.90,7.90E+03,1.30E+04,,210.50,"33,500.00","38,280.00",,,,,,24.51,,1.04,,247.50,,,,,,,7.49,52.30,,,,,,,,,,,1.13,
07/15/14,LN2_CB,,,,,<10,,,,,13.30,2.30E+03,4.60E+03,,307.10,"13,000.00","18,865.00",,,,,,31.34,,0.45,,250.50,,,,,,,7.67,61.40,,,,,,,,,,,0.66,
08/05/14,LN2_SB,,,,,,,,,,,9.20E+05,>1.6E+06,"28,000.00",,"15,000.00","58,199.00",,,,,,,,,,,,,,,,,8.13,,,,,920.00,"19,365.00",,,,,,,
08/05/14,LN2_CB,,,,,,,,,,,1.70E+05,>1.6E+06,"27,600.00",,"10,250.00","16,845.00",,,,,,,,,,,,,,,,,8.21,,,,,375.00,"17,945.00",,,,,,,
08/26/14,LN2_SB,,,,,,,,,,,9.20E+05,1.60E+06,"27,700.00",,"13,250.00","27,329.00",,,,,,,,,,,,,,,,,7.76,,,,,,"19,060.00",,,,,,,
08/26/14,LN2_CB,,,,,,,,,,,2.40E+05,9.20E+05,"27,500.00",,"11,500.00","16,253.00",,,,,,,,,,,,,,,,,7.78,,,,,,"17,305.00",,,,,,,
09/09/14,LN2_SB,,,,,,,,,,,1.70E+04,4.90E+04,"28,500.00",,"12,750.00","46,154.00",,,,,,,,,,,,,,,,,7.96,,,,,,"18,558.00",,,,,,,
09/09/14,LN2_CB,,,,,,,,,,,2.30E+04,2.30E+04,"26,300.00",,"9,500.00","15,788.00",,,,,,,,,,,,,,,,,7.94,,,,,,"16,630.00",,,,,,,
10/07/14,LN1,"7,834.38",297.90,,"2,329.14",< 10,,"5,505.24",,,< 10,"< 1,8",3.30E+03,,201.80,103.00,"1,810.00",,,,8.94,0.00,3.21,,0.29,,347.40,,,,,,,8.50,< 50,,,0.00,12.00,"7,472.00",,71.65,,36.00,,0.07,
10/07/14,LN2_SB,"11,645.70","2,114.00",,"6,352.20",<10,,"5,293.50",,,<10,1.30E+03,3.30E+03,,695.00,"10,000.00","15,411.00",,,,16.60,0.00,22.51,,2.27,,379.50,,,,,,,8.38,<50,,,7.50,624.00,"17,852.00",,36.35,,58.00,,1.78,
10/07/14,LN2_CB,"8,998.95","2,270.40",,"4,764.15",<10,,"4,234.80",,,<10,2.30E+03,2.30E+03,,648.30,"6,700.00","12,323.00",,,,17.32,0.00,30.14,,1.13,,417.60,,,,,,,8.39,<50,,,4.00,504.00,"16,708.00",,51.65,,52.00,,1.37,
11/11/14,LN2_SB,,,,,,,,,,,>1.6E+06,>1.6E+06,"23,600.00",,"17,250.00","27,268.00",,,,,,,,,,,,,,,,,7.45,,,,,"1,135.00","18,584.00",,,,,,,
11/11/14,LN2_CB,,,,,,,,,,,2.80E+05,2.80E+05,"24,500.00",,"10,000.00","15,577.00",,,,,,,,,,,,,,,,,7.43,,,,,256.00,"16,724.00",,,,,,,
12/09/14,LN2_SB,,,,,,,,,,,7.80E+02,2.10E+03,"28,900.00",,"17,250.00","25,283.00",,,,,,,,,,,,,,,,,7.94,,,,,"1,210.00","20,344.00",,,,,,,
12/09/14,LN2_CB,,,,,,,,,,,<1.8,2.10E+02,"27,000.00",,"6,900.00","13,015.00",,,,,,,,,,,,,,,,,8.13,,,,,500.00,"17,384.00",,,,,,,
01/12/15,LN2_SB,,,,,,,,,,,***,***,"30,500.00",,"14,500.00","26,288.00",,,,,,,,,,,,,,,,,8.05,,,,,405.00,"18,610.00",,,,,,,***No hay crecimiento en la dilución sembrada
01/12/15,LN2_CB,,,,,,,,,,,***,***,"27,100.00",,**,"13,400.00",,,,,,,,,,,,,,,,,8.08,,,,,355.00,"15,760.00",,,,,,,**La DBO es menor a la esperada <10000 mg/l
01/27/15,LN1,,,,,<10,,,,,12.10,3.50E+04,1.60E+05,,192.50,118.00,"1,746.00",,,,,,6.23,,0.36,,273.90,,,,,,,8.43,<50,,,,,,,,,,,0.24,
01/27/15,LN2_SB,,,,,<10,,,,,31.90,1.30E+04,3.50E+04,,621.50,"11,250.00","15,757.00",,,,,,9.75,,1.03,,476.30,,,,,,,8.10,<50,,,,,,,,,,,0.76,
01/27/15,LN2_CB,,,,,<10,,,,,35.20,1.30E+03,6.30E+03,,583.00,"11,000.00","17,644.00",,,,,,21.43,,1.61,,548.90,,,,,,,7.64,53.90,,,,,,,,,,,0.77,
02/10/15,LN2_SB,,,,,,,,,,,1.30E+03,1.30E+03,"33,700.00",,**,"5,559.00",,,,,,,,,,,,,,,,,8.45,,,,,74.00,"13,084.00",,,,,,,**La DBO es menor a la esperada
02/10/15,LN2_CB,,,,,,,,,,,5.40E+03,9.20E+03,"22,800.00",,**,"7,725.00",,,,,,,,,,,,,,,,,8.32,,,,,120.00,"12,344.00",,,,,,,**La DBO es menor a la esperada
02/24/15,LN2_SB,,,,,,,,,,,2.40E+03,2.40E+03,"32,500.00",,"8,300.00","15,459.00",,,,,,,,,,,,,,,,,8.40,,,,,244.00,"17,940.00",,,,,,,
02/24/15,LN2_CB,,,,,,,,,,,5.40E+03,5.40E+03,"28,200.00",,"5,800.00","11,280.00",,,,,,,,,,,,,,,,,8.31,,,,,144.00,"16,808.00",,,,,,,
03/10/15,LN2_SB,,,,,,,,,,,1.30E+04,1.30E+04,"30,400.00",,"12,750.00","20,000.00",,,,,,,,,,,,,,,,,8.27,,,,,428.00,"18,816.00",,,,,,,
03/10/15,LN2_CB,,,,,,,,,,,4.90E+03,4.90E+03,"28,700.00",,"6,200.00","13,207.00",,,,,,,,,,,,,,,,,8.29,,,,,208.00,"17,040.00",,,,,,,
03/24/15,LN2_SB,,,,,,,,,,,>1.6E+06,>1.6E+06,"11,770.00",,"8,600.00","14,447.00",,,,,,,,,,,,,,,,,7.86,,,,,"3,240.00","13,472.00",,,,,,,
03/24/15,LN2_CB,,,,,,,,,,,9.20E+05,>1.6E+06,"7,350.00",,"2,400.00","6,000.00",,,,,,,,,,,,,,,,,8.40,,,,,330.00,"7,904.00",,,,,,,
03/31/15,LN1,"3,705.45",356.40,,"2,646.75",<10,,"1,058.70",,,<10,1.30E+03,2.60E+04,,69.30,112.00,891.00,,,,8.13,0.00,1.76,,0.82,,110.00,,,,,,,8.63,<50,,,0.00,27.00,"3,796.00",,184.14,,24.00,,0.14,
03/31/15,LN2_SB,"10,798.74","1,734.00",,"9,528.30",55.00,,"1,270.44",,,309.00,7.00E+04,1.70E+05,,629.00,**,"7,170.00",,,,20.79,0.00,10.77,,1.03,,330.00,,,,,,,8.61,<50,,,0.40,288.00,"12,904.00",,460.00,,52.00,,0.90,**La DBO es menor a la esperada <4000 mg/l
03/31/15,LN2_CB,"5,716.98","4,041.00",,"5,081.36",<10,,635.22,,,58.30,3.30E+04,1.70E+05,,263.00,**,"6,119.00",,,,9.99,0.00,10.89,,1.33,,201.30,,,,,,,8.37,<50,,,2.00,424.00,"8,748.00",,112.87,,40.00,,0.51,**La DBO es menor a la esperada <4000 mg/l
04/21/15,LN2_SB,,,,,,,,,,,9.20E+05,1.60E+06,"27,300.00",,**,"4,558.00",,,,,,,,,,,,,,,,,8.43,,,,,143.00,"12,727.00",,,,,,,**La DBO es menor a la esperada <1000 mg/l
04/21/15,LN2_CB,,,,,,,,,,,1.30E+05,2.40E+05,"14,430.00",,"1,075.00","3,559.00",,,,,,,,,,,,,,,,,8.36,,,,,167.00,"8,163.00",,,,,,,
05/05/15,LN2_SB,,,,,,,,,,,3.30E+04,1.30E+05,"25,500.00",,"1,700.00","8,896.00",,,,,,,,,,,,,,,,,8.62,,,,,112.00,"12,812.00",,,,,,,
05/05/15,LN2_CB,,,,,,,,,,,4.60E+04,4.60E+04,"20,200.00",,"1,575.00","9,639.00",,,,,,,,,,,,,,,,,8.83,,,,,148.00,"11,392.00",,,,,,,
05/19/15,LN2_SB,,,,,,,,,,,2.30E+04,2.30E+04,"30,200.00",,"3,000.00","7,031.00",,,,,,,,,,,,,,,,,8.01,,,,,240.00,"16,200.00",,,,,,,
05/19/15,LN2_CB,,,,,,,,,,,2.00E+03,2.00E+03,"25,100.00",,"1,775.00","5,548.00",,,,,,,,,,,,,,,,,8.07,,,,,169.00,"13,880.00",,,,,,,
06/02/15,LN1,,,,,,,,,,,<1.8,3.30E+03,"12,150.00",,193.00,"1,499.00",,,,,,,,,,,,,,,,,8.68,,,,,246.00,"5,872.00",,,,,,,
06/02/15,LN2_SB,,,,,,,,,,,3.30E+04,1.10E+05,"30,400.00",,"1,800.00","6,938.00",,,,,,,,,,,,,,,,,8.49,,,,,204.00,"15,600.00",,,,,,,
06/02/15,LN2_CB,,,,,,,,,,,1.30E+04,2.30E+04,"23,400.00",,"1,300.00","5,545.00",,,,,,,,,,,,,,,,,8.51,,,,,168.00,"12,892.00",,,,,,,
06/16/15,LN1,,,,,,,,,,,<1.8,1.30E+03,"17,900.00",,94.00,"1,874.00",,,,,,,,,,,,,,,,,8.43,,,,,26.00,"6,992.00",,,,,,,
06/16/15,LN2_SB,,,,,,,,,,,3.30E+04,4.90E+04,"28,700.00",,"1,150.00","7,053.00",,,,,,,,,,,,,,,,,8.48,,,,,142.00,"13,816.00",,,,,,,
06/16/15,LN2_CB,,,,,,,,,,,1.10E+04,1.70E+04,"24,100.00",,"1,095.00","5,905.00",,,,,,,,,,,,,,,,,8.40,,,,,304.00,"12,656.00",,,,,,,
07/07/15,LN1,,,,,<10,,,,,26.40,4.50E+02,7.90E+03,,112.80,89.00,"1,612.00",,,,,,2.39,,0.22,,130.80,,,,,,,8.32,<50,,,,,,,,,,,0.11,
07/07/15,LN2_SB,,,,,<10,,,,,154.00,2.80E+04,1.10E+05,,849.00,"1,875.00","6,736.00",,,,,,28.37,,0.76,,524.00,,,,,,,8.15,<50,,,,,,,,,,,1.61,
07/07/15,LN2_CB,,,,,<10,,,,,157.00,3.30E+03,3.30E+03,,771.00,"1,825.00","7,117.00",,,,,,9.71,,0.52,,453.20,,,,,,,8.17,<50,,,,,,,,,,,1.33,
07/21/15,LN2_SB,,,,,,,,,,,**,3.30E+03,"29,500.00",,990.00,"8,097.00",,,,,,,,,,,,,,,,,8.33,,,,,164.00,"14,468.00",,,,,,,**No hay crecimiento a la diluacion sembrada
07/21/15,LN2_CB,,,,,,,,,,,4.90E+04,7.90E+04,"27,100.00",,"1,000.00","7,835.00",,,,,,,,,,,,,,,,,8.04,,,,,136.00,"13,988.00",,,,,,,
08/18/15,LN2_SB,,,,,,,,,,,1.70E+04,4.90E+04,"29,700.00",,**,"10,967.00",,,,,,,,,,,,,,,,,8.50,,,,,244.00,"16,660.00",,,,,,,**La DBO es mayor a la esperada >3500 mg/l
08/18/15,LN2_CB,,,,,,,,,,,3.10E+03,2.20E+04,"28,700.00",,"2,775.00","9,745.00",,,,,,,,,,,,,,,,,8.48,,,,,612.00,"16,676.00",,,,,,,
08/25/15,LN2_SB,,,,,,,,,,,3.10E+03,7.90E+04,"31,200.00",,"1,013.00","7,628.00",,,,,,,,,,,,,,,,,8.56,,,,,132.00,"14,512.00",,,,,,,
08/25/15,LN2_CB,,,,,,,,,,,3.10E+03,4.60E+03,"29,300.00",,"1,650.00","9,554.00",,,,,,,,,,,,,,,,,8.55,,,,,160.00,"15,236.00",,,,,,,
09/08/15,LN2_SB,,,,,,,,,,,1.70E+04,1.70E+04,"31,700.00",,"1,263.00","7,441.00",,,,,,,,,,,,,,,,,8.65,,,,,132.00,"14,288.00",,,,,,,
09/08/15,LN2_CB,,,,,,,,,,,1.30E+03,1.30E+03,"30,200.00",,"1,388.00","7,599.00",,,,,,,,,,,,,,,,,8.65,,,,,188.00,"18,784.00",,,,,,,
09/30/15,LN2_SB,,,,,,,,,,,4.50E+02,4.50E+02,"33,100.00",,430.00,"4,981.00",,,,,,,,,,,,,,,,,9.05,,,,,64.00,"13,848.00",,,,,,,
09/30/15,LN2_CB,,,,,,,,,,,2.00E+02,2.00E+02,"32,200.00",,480.00,"5,501.00",,,,,,,,,,,,,,,,,9.08,,,,,400.00,"15,000.00",,,,,,,
10/13/15,LN2_SB,"14,528.80","1,371.70",,"11,684.00",<10,,"2,844.80",,,<10,4.90E+01,4.90E+01,,947.50,405.00,"7,179.00",,,,27.61,0.00,6.20,,0.26,,541.30,,,,,,,8.73,<50,,,0.00,100.00,"14,172.00",,717.80,,8.80,,2.04,
10/13/15,LN1,"7,315.20",679.70,,"4,876.80",<10,,"2,438.40",,,<10,7.90E+01,1.60E+04,,239.00,95.00,"2,924.00",,,,9.02,0.00,3.52,,0.26,,391.40,,,,,,,8.90,<50,,,0.10,120.00,"7,776.00",,308.50,,9.20,,0.45,
10/13/15,LN2_CB,"13,208.00","1,588.40",,"8,331.20",<10,,"4,876.80",,,<10,4.90E+01,7.90E+01,,966.80,465.00,"4,670.00",,,,23.04,0.00,6.68,,0.29,,566.50,,,,,,,8.69,<50,,,0.00,120.00,"14,480.00",,664.10,,41.00,,1.08,
11/10/15,LN2_SB,,,,,,,,,,,2.00E+02,2.30E+03,"31,600.00",,800.00,"6,005.00",,,,,,,,,,,,,,,,,8.58,,,,,92.00,"14,112.00",,,,,,,
11/10/15,LN2_CB,,,,,,,,,,,3.10E+05,3.10E+05,"27,900.00",,"13,500.00","40,750.00",,,,,,,,,,,,,,,,,8.01,,,,,275.00,"19,092.00",,,,,,,
11/24/15,LN2_SB,,,,,,,,,,,1.70E+03,1.70E+04,"31,200.00",,420.00,"4,962.00",,,,,,,,,,,,,,,,,8.61,,,,,75.00,"13,716.00",,,,,,,
11/24/15,LN2_CB,,,,,,,,,,,6.80E+02,6.80E+02,"27,000.00",,"3,100.00","9,169.00",,,,,,,,,,,,,,,,,8.60,,,,,264.00,"15,508.00",,,,,,,
12/08/15,LN2_SB,,,,,,,,,,,3.30E+03,4.90E+03,"31,600.00",,"16,750.00","27,926.00",,,,,,,,,,,,,,,,,8.08,,,,,"1,130.00","21,464.00",,,,,,,
12/08/15,LN2_CB,,,,,,,,,,,1.10E+03,4.60E+03,"29,800.00",,"13,250.00","31,042.00",,,,,,,,,,,,,,,,,8.03,,,,,"1,370.00","20,748.00",,,,,,,
12/22/15,LN2_SB,,,,,,,,,,,4.50E+02,2.20E+03,"31,900.00",,"2,200.00","8,022.00",,,,,,,,,,,,,,,,,8.63,,,,,710.00,"14,704.00",,,,,,,
12/22/15,LN2_CB,,,,,,,,,,,1.70E+03,2.70E+03,"27,800.00",,"10,125.00","15,284.00",,,,,,,,,,,,,,,,,8.25,,,,,600.00,"19,016.00",,,,,,,
01/12/16,LN1,,,,,<10,,,,,58.00,**,4.50E+02,,231.60,95.00,"2,566.00",,,,,,3.08,,0.17,,389.50,,,,,,,8.80,<50,,,,,,,,,,,0.63,** No hay crecimiento en la dilucion sembrada
01/12/16,LN2_SB,,,,,<10,,,,,83.70,1.70E+03,7.00E+03,,989.20,**,"7,002.00",,,,,,10.47,,0.30,,540.80,,,,,,,8.63,<50,,,,,,,,,,,1.31,**La DBO es menor a la esperada <1000 mg/l
01/12/16,LN2_CB,,,,,<10,,,,,123.80,3.30E+03,3.30E+03,,968.30,"4,850.00","15,989.00",,,,,,18.93,,0.60,,541.30,,,,,,,8.55,<50,,,,,,,,,,,1.48,
01/26/16,LN2_SB,,,,,,,,,,,2.00E+02,2.00E+02,"32,100.00",,800.00,"7,241.00",,,,,,,,,,,,,,,,,8.25,,,,,192.00,"13,748.00",,,,,,,
01/26/16,LN2_CB,,,,,,,,,,,2.00E+02,6.80E+02,"28,700.00",,**,"23,578.00",,,,,,,,,,,,,,,,,7.89,,,,,660.00,"19,172.00",,,,,,,**DBO es mayor a la esperada >14000 mg/l
02/10/16,LN2_SB,,,,,,,,,,,3.10E+03,7.00E+03,"31,000.00",,470.00,"5,500.00",,,,,,,,,,,,,,,,,8.49,,,,,60.00,"13,388.00",,,,,,,
02/10/16,LN2_CB,,,,,,,,,,,**,7.90E+04,"26,000.00",,"1,200.00","6,644.00",,,,,,,,,,,,,,,,,8.55,,,,,224.00,"13,748.00",,,,,,,**No hay crecimiento en la dilucion sembrada
02/23/16,LN2_SB,,,,,,,,,,,3.10E+03,7.00E+03,"30,500.00",,"5,100.00","11,132.00",,,,,,,,,,,,,,,,,8.14,,,,,224.00,"16,280.00",,,,,,,
02/23/16,LN2_CB,,,,,,,,,,,3.30E+03,4.90E+03,"29,100.00",,**,"30,373.00",,,,,,,,,,,,,,,,,7.81,,,,,"1,220.00","21,424.00",,,,,,,**DBO mayor a la esperada >14000 mg/l
03/08/16,LN2_SB,,,,,,,,,,,1.60E+06,>1.6E+06,"27,500.00",,"2,000.00","24,336.00",,,,,,,,,,,,,,,,,7.98,,,,,178.00,"13,924.00",,,,,,,
03/08/16,LN2_CB,,,,,,,,,,,9.20E+05,1.60E+06,"26,700.00",,"7,800.00","18,976.00",,,,,,,,,,,,,,,,,8.26,,,,,328.00,"16,016.00",,,,,,,
03/22/16,LN2_SB,,,,,,,,,,,1.30E+04,3.30E+04,"26,700.00",,"11,350.00","21,962.00",,,,,,,,,,,,,,,,,8.13,,,,,"1,132.00","17,668.00",,,,,,,
03/22/16,LN2_CB,,,,,,,,,,,2.80E+05,2.20E+06,"18,760.00",,"7,000.00","12,904.00",,,,,,,,,,,,,,,,,7.86,,,,,608.00,"12,816.00",,,,,,,
