fecha,referencia,alcalinidad_total,aluminio,bario,bicarbonatos,cadmio,calcio,carbonatos,cianuro_libre,cloruros,cobre,coliformes_termotolerantes,coliformes_totales,conductividad,cromo,dbo5,dqo,dureza_calcica,dureza_magnesica_pd,dureza_total,fosforo_total,hidróxidos,hierro,magnesio,manganeso,mercurio,niquel,nitratos,nitritos,nitritos_nitratos,nitrogeno_amoniacal,nitrogeno_ntk,nitrogeno_orgánico,ph,plomo,potasio,sodio,solidos_sedimentables,solidos_suspendidos,solidos_totales,solidos_totales_volátiles,sulfatos,sulfuros,sustancias_solubles_al_hexano,turbiedad,zinc,obs
09/11/18,LN1,,966.90,,,<10,,,,,<10,4.50E+02,4.50E+02,"18,900.00",183.70,248.00,"2,420.00",,,,15.22,,3.86,,0.33,<6,265.10,0.09,,,,"2,010.09",,8.43,<50,,,,42.00,"8,186.00","1,994.00",,,3.00,,0.23,
09/11/18,LN2_CM,,645.70,,,<10,,,,,<10,4.90E+03,1.10E+04,"26,800.00",564.30,"6,500.00","14,341.00",,,,16.67,,12.05,,1.29,<6,401.50,interferencia,,,,"2,580.00",,8.00,<50,,,,168.00,"16,682.00","6,932.00",,,3.00,,0.49,
09/11/18,LN2_SB,,,,,,,,,,,1.70E+05,5.40E+05,"27,300.00",,"8,300.00","17,360.00",,,,,,,,,,,,,,,,,8.19,,,,,116.00,"17,836.00",,,,,,,
09/11/18,LN2_CB,,,,,,,,,,,7.90E+03,3.30E+04,"27,200.00",,"7,700.00","17,013.00",,,,,,,,,,,,,,,,,7.91,,,,,128.00,"17,984.00",,,,,,,
09/25/18,LN2_SB,,,,,,,,,,,2.70E+03,2.70E+03,"27,900.00",,"10,200.00","17,120.00",,,,,,,,,,,,,,,,,8.20,,,,,220.00,"35,716.00",,,,,,,
09/25/18,LN2_CB,,,,,,,,,,,7.80E+02,1.10E+03,"27,200.00",,**,"14,566.00",,,,,,,,,,,,,,,,,7.93,,,,,124.00,"8,628.00",,,,,,,**La DBO es mayor a la esperada >7000 mg/l
10/16/18,LN1,,"2,403.50",,,<10,,,,,59.40,1.80E+02,1.10E+03,20.20,224.40,**,"2,623.00",,,,11.37,,7.51,,0.21,<6,313.50,0.08,,,,"1,613.80",,8.31,<50,,,,170.00,"8,920.00","2,830.00",,,104.00,,0.49,** La DBO es menor a la esperada <1000 mg/l
10/16/18,LN2_SB,,,,,,,,,,,2.70E+03,1.70E+04,"28,200.00",,"7,050.00","14,406.00",,,,,,,,,,,,,,,,,8.30,,,,,270.00,"18,820.00",,,,,,,
10/16/18,LN2_CB,,,,,,,,,,,1.10E+03,2.70E+03,"28,100.00",,"6,550.00","14,116.00",,,,,,,,,,,,,,,,,7.93,,,,,350.00,"18,250.00",,,,,,,
10/30/18,LN1,"3,468.34","1,011.50",,612.06,<10,,"2,856.28",,,31.80,2.20E+01,1.10E+02,,230.70,400.00,"2,332.00",,,,12.08,0.00,5.13,,0.32,,309.10,,,,,,,8.68,<50,,,0.10,110.00,"9,180.00",,100.70,,22.00,,0.29,
10/30/18,LN2_SB,"4,998.49","1,610.40",,"1,326.13",<10,,"3,672.36",,,165.00,3.30E+02,1.10E+03,,679.80,"5,300.00","11,446.00",,,,22.62,0.00,12.87,,0.77,,482.90,,,,,,,8.60,<50,,,0.20,270.00,"17,470.00",,138.90,,10.00,,8.63,
10/30/18,LN2_CB,"5,814.57","1,727.00",,"5,814.57",<10,,0.00,,,59.40,1.10E+03,1.10E+03,,642.40,"5,650.00","9,179.00",,,,19.63,0.00,10.20,,0.08,,443.30,,,,,,,8.19,<50,,,0.50,160.00,"17,110.00",,113.00,,8.00,,2.86,
11/13/18,LN2_SB,,,,,,,,,,,9.40E+03,2.40E+05,"24,400.00",,"9,500.00","16,073.00",,,,,,,,,,,,,,,,,8.19,,,,,656.00,"15,232.00",,,,,,,
11/13/18,LN2_CB,,,,,,,,,,,1.30E+05,3.50E+05,"18,600.00",,"5,600.00","15,765.00",,,,,,,,,,,,,,,,,8.08,,,,,744.00,"13,336.00",,,,,,,
11/27/18,LN2_SB,,,,,,,,,,,3.30E+04,4.90E+04,"19,490.00",,"11,250.00","17,827.00",,,,,,,,,,,,,,,,,7.77,,,,,726.00,"14,555.00",,,,,,,
11/27/18,LN2_CB,,,,,,,,,,,7.00E+04,4.60E+05,"11,320.00",,"3,200.00","5,163.00",,,,,,,,,,,,,,,,,7.87,,,,,164.00,"8,030.00",,,,,,,
12/18/18,LN1,,"1,346.40",,,<10,,,,,<10,2.00E+03,6.80E+03,"17,130.00",307.67,635.00,"2,556.00",,,,12.07,,9.60,,0.55,<6,<50,,,0.20,,"163,877.00",,8.28,<50,,,,136.00,"8,288.00","2,404.00",,,41.00,,0.32,
12/18/18,LN2_CM,,"4,604.60",,,<10,,,,,<10,2.00E+03,1.70E+04,"22,600.00",<20,"14,125.00","21,503.00",,,,14.38,,62.05,,6.98,<6,<50,,,0.40,,"1,974.25",,7.75,<50,,,,708.00,"17,816.00","7,892.00",,,76.00,,1.17,
12/18/18,LN2_SB,,,,,,,,,,,2.00E+03,4.50E+03,"19,600.00",,"6,250.00","28,875.00",,,,,,,,,,,,,,,,,7.64,,,,,"1,640.00","22,020.00",,,,,,,
12/18/18,LN2_CB,,,,,,,,,,,2.00E+03,2.00E+03,"24,900.00",,**,"12,828.00",,,,,,,,,,,,,,,,,7.45,,,,,190.00,"14,690.00",,,,,,,"**: La BBO5 es mayor a la esperada, >10000mg/l"
01/22/19,LN1,,"6,315.10",,,<10,,,,,92.29,,,"11,440.00",<20,380.00,"2,138.00",,,,13.26,,14.87,,0.60,<6,220.66,,,0.28,731.20,"1,406.16",674.96,8.68,<50,,,,380.00,"6,425.00","1,695.00",,,116.00,,0.45,
01/22/19,LN2_CM,,"3,402.30",,,<10,,,,,152.57,,,"17,450.00",53.82,"2,700.00","6,747.00",,,,16.46,,17.84,,1.66,<6,397.32,,,0.31,956.19,"1,884.25",928.07,8.22,<50,,,,340.00,"12,705.00","5,160.00",,,12.00,,0.49,
01/22/19,LN2_SB,,,,,,,,,,,,,"18,570.00",,"3,550.00","10,163.00",,,,,,,,,,,,,,,,,8.15,,,,,,,,,,,,,
01/22/19,LN2_CB,,,,,,,,,,,,,"16,880.00",,"2,850.00","7,720.00",,,,,,,,,,,,,,,,,8.32,,,,,,,,,,,,,
02/05/19,LN2_SB,,,,,,,,,,,,,"22,800.00",,"8,400.00","14,689.00",,,,,,,,,,,,,,,,,8.25,,,,,,,,,,,,,
02/05/19,LN2_CB,,,,,,,,,,,,,"16,520.00",,"3,300.00","8,308.00",,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,
02/19/19,LN1,,"3,098.70",,,<10,,,,,134.20,,,"13,430.00",654.17,"5,700.00","9,950.00",,,,,,30.17,,2.41,<50,<6,,,,,,,7.85,<50,,,,360.00,"11,540.00",,,,,,1.54,
02/19/19,LN2_CM,,"23,067.00",,,<10,,,,,144.32,,,"19,730.00",700.48,"3,850.00","10,056.00",,,,,,56.18,,3.55,565.29,<6,,,,,,,8.07,<50,,,,808.00,"14,988.00",,,,,,1.65,
02/19/19,LN2_SB,,,,,,,,,,,,,"23,800.00",,"3,450.00","14,412.00",,,,,,,,,,,,,,,,,8.08,,,,,,,,,,,,,
02/19/19,LN2_CB,,,,,,,,,,,,,"21,400.00",,"4,700.00","14,306.00",,,,,,,,,,,,,,,,,8.26,,,,,,,,,,,,,
03/12/19,LN2_SB,,,,,,,,,,,,,"14,880.00",,"5,400.00","9,563.00",,,,,,,,,,,,,,,,,7.69,,,,,,,,,,,,,
03/12/19,LN2_CB,,,,,,,,,,,,,"13,290.00",,"2,550.00","13,115.00",,,,,,,,,,,,,,,,,7.71,,,,,,,,,,,,,
03/26/19,LN1,,"5,095.20",,,<10,,,,,25.46,,,"8,450.00",146.96,"1,850.00","7,304.00",,,,,,17.37,,1.75,<6,215.49,,,,,,,8.05,<50,,,,230.00,"8,396.00",,,,,,0.54,
03/26/19,LN2_CM,,"6,603.30",,,<10,,,,,53.14,,,"9,460.00",304.59,"2,600.00","10,272.00",,,,,,23.67,,3.05,<6,240.35,,,,,,,7.72,<50,,,,560.00,"9,204.00",,,,,,1.42,
03/26/19,LN2_SB,,,,,,,,,,,,,"6,100.00",,570.00,"7,513.00",,,,,,,,,,,,,,,,,6.98,,,,,,,,,,,,,
03/26/19,LN2_CB,,,,,,,,,,,,,"11,930.00",,**,"19,070.00",,,,,,,,,,,,,,,,,7.06,,,,,,,,,,,,,** La DBO es mayor a lo esperado
04/09/19,LN2_SB,,,,,,,,,,,,,"15,940.00",,"14,500.00","18,599.00",,,,,,,,,,,,,,,,,7.02,,,,,,,,,,,,,
04/09/19,LN2_CB,,,,,,,,,,,,,"11,060.00",,"7,500.00","12,381.00",,,,,,,,,,,,,,,,,6.48,,,,,,,,,,,,,
04/23/19,LN1,"6,588.00",834.35,,"4,860.00",<10,,"1,728.00",,,129.90,1.30E+03,1.60E+04,"14,550.00",180.84,"1,350.00","3,415.00",,,,12.14,0.00,6.12,,1.10,<6,301.95,0.21,interferencia,,,"1,906.95",853.86,8.26,69.49,,,0.00,88.00,"7,580.00","3,360.00",64.80,,58.00,,0.46,
04/23/19,LN2_CM,"6,372.00","9,339.00",,"6,372.00",<10,,0.00,,,422.90,4.90E+04,1.70E+05,"15,320.00",618.64,**,"15,938.00",,,,15.66,0.00,34.69,,8.45,<6,316.69,0.40,interferencia,,,"1,024.63",56.92,7.70,69.70,,,8.00,664.00,"13,270.00","7,060.00",13.90,,84.00,,0.18,** La DBO es mayor a la esperada >3500
04/23/19,LN2_SB,,,,,,,,,,,,,"14,250.00",,**,"30,976.00",,,,,,,,,,,,,,,,,6.17,,,,,,,,,,,,,** La DBO es mayor a lo esperada >14000
04/23/19,LN2_CB,,,,,,,,,,,,,"14,820.00",,***,"19,855.00",,,,,,,,,,,,,,,,,7.19,,,,,,,,,,,,,***La DBO es mayor a lo esperada >7000
05/07/19,LN2_SB,,,,,,,,,,,,,"14,530.00",,"18,000.00","34,885.00",,,,,,,,,,,,,,,,,6.55,,,,,,,,,,,,,
05/07/19,LN2_CB,,,,,,,,,,,,,"15,440.00",,"13,500.00","19,111.00",,,,,,,,,,,,,,,,,7.32,,,,,,,,,,,,,
05/21/19,LN1,,"3,666.30",,,33.08,,,,,34.95,,,"14,280.00",188.65,950.00,"8,998.00",,,,,,4.87,,0.91,<6,273.46,,,,,,,8.37,366.30,,,,104.00,"7,060.00",,,,,,1.42,
05/21/19,LN2_CM,,"3,328.60",,,19.91,,,,,54.95,,,"14,690.00",460.35,"5,400.00","7,570.00",,,,,,21.87,,6.17,<6,286.77,,,,,,,7.99,214.50,,,,328.00,"10,976.00",,,,,,1.66,
05/21/19,LN2_SB,,,,,,,,,,,,,"8,640.00",,"13,750.00","15,321.00",,,,,,,,,,,,,,,,,6.46,,,,,,,,,,,,,
05/21/19,LN2_CB,,,,,,,,,,,,,"13,050.00",,"11,500.00","12,465.00",,,,,,,,,,,,,,,,,7.62,,,,,,,,,,,,,
06/04/19,LN2_SB,,,,,,,,,,,,,"14,650.00",,"18,000.00","20,175.00",,,,,,,,,,,,,,,,,6.29,,,,,,,,,,,,,
06/04/19,LN2_CB,,,,,,,,,,,,,"14,520.00",,**,"18,710.00",,,,,,,,,,,,,,,,,7.30,,,,,,,,,,,,,**La DBO es mayor a la esperada >14000 mg/l
06/18/19,LN1,,766.15,,,<10,,,,,551.43,,,"13,900.00",338.25,"1,138.00","2,857.00",,,,,,3.78,,0.75,<6,443.85,,,,,,,8.39,<50,,,,112.00,"8,128.00",,,,,,0.54,
06/18/19,LN2_CM,,"14,916.00",,,44.00,,,,,346.83,,,"17,460.00",910.14,**,"10,151.00",,,,,,77.29,,8.72,<6,699.49,,,,,,,8.09,95.45,,,,"1,470.00","15,080.00",,,,,,2.90,**La DBO es mayor a la esperada >7000 mg/l
06/18/19,LN2_SB,,,,,,,,,,,,,"21,600.00",,**,"20,262.00",,,,,,,,,,,,,,,,,5.96,,,,,,,,,,,,,**La DBO es mayor a la esperada >7000 mg/l
06/18/19,LN2_CB,,,,,,,,,,,,,"20,500.00",,"12,150.00","20,362.00",,,,,,,,,,,,,,,,,7.49,,,,,,,,,,,,,
07/09/19,LN2_SB,,,,,,,,,,,,,"24,600.00",,"49,250.00","49,980.00",,,,,,,,,,,,,,,,,6.14,,,,,,,,,,,,,
07/09/19,LN2_CB,,,,,,,,,,,,,"18,320.00",,"9,050.00","17,205.00",,,,,,,,,,,,,,,,,7.82,,,,,,,,,,,,,
08/27/19,LN1,,728.09,,,<10,,,,,66.49,,,"15,980.00",247.10,215.00,"2,652.00",,,,13.88,,4.22,,0.38,<6,357.70,,,0.28,,"1,723.68",229.82,8.36,<50,,,,36.00,"8,220.00","1,928.00",,,35.00,,0.47,
08/27/19,LN2_CM,,"3,754.30",,,<10,,,,,71.08,,,"22,000.00",481.69,"10,900.00","17,967.00",,,,15.35,,4.25,,0.37,<6,513.26,,,0.18,,"2,269.51",316.01,7.63,<50,,,,400.00,"18,024.00","7,700.00",,,43.00,,0.99,
08/27/19,LN2_SB,,,,,,,,,,,,,"19,810.00",,"29,250.00","54,454.00",,,,,,,,,,,,,,,,,6.70,,,,,,,,,,,,,
08/27/19,LN2_CB,,,,,,,,,,,,,"2,100.00",,**,"19,635.00",,,,,,,,,,,,,,,,,7.51,,,,,,,,,,,,,**La DBO es mayor a la esperada  >7000 mg/l
09/17/19,LN1,,989.90,,,<10,,,,,75.83,,,"16,160.00",292.27,**,"2,167.00",,,,,,5.00,,0.41,<6,439.78,,,,,,,8.12,302.94,,,,50.00,"8,315.00",,,,,,0.42,**La DBO es menor a la esperada  <1000 mg/l
09/17/19,LN2_CM,,"13,431.00",,,<10,,,,,569.14,,,"22,700.00",137.28,***,"19,619.00",,,,,,74.18,,3.37,<6,645.59,,,,,,,7.47,132.11,,,,790.00,"18,690.00",,,,,,1.79,*** La DBO es mayor a la esperada >14000 mg/l
09/17/19,LN2_SB,,,,,,,,,,,,,"22,700.00",,"11,400.00","50,215.00",,,,,,,,,,,,,,,,,5.96,,,,,,,,,,,,,
09/17/19,LN2_CB,,,,,,,,,,,,,"21,900.00",,**,"31,269.00",,,,,,,,,,,,,,,,,7.22,,,,,,,,,,,,,** La DBO es mayor a la esperada >14000 mg/l
10/08/19,LN2_SB,,,,,,,,,,,,,"9,530.00",,"8,400.00","12,101.00",,,,,,,,,,,,,,,,,6.88,,,,,,,,,,,,,
10/08/19,LN2_CB,,,,,,,,,,,,,"22,500.00",,"12,750.00","18,298.00",,,,,,,,,,,,,,,,,7.72,,,,,,,,,,,,,
10/22/19,LN1,"4,700.28",726.88,,"2,656.88",<10,,"2,043.60",,,<10,2.40E+03,2.40E+03,"10,240.00",42.68,390.00,"2,334.00",,,,7.65,0.00,6.41,,0.70,<6,62.49,1.09,interferencia,,861.84,,430.92,8.26,<50,,,0.00,310.00,"5,800.00","2,160.00",36.20,,42.00,,0.41,
10/22/19,LN2_CM,"5,722.08",977.02,,"3,474.12",<10,,"2,247.96",,,31.79,5.40E+05,5.40E+05,"13,520.00",233.09,"6,700.00","13,503.00",,,,9.73,0.00,32.80,,5.97,<6,302.61,0.14,interferencia,,"1,074.43",,333.24,7.75,<50,,,0.00,790.00,"12,780.00","6,820.00",131.50,,58.00,,2.27,
10/22/19,LN2_SB,,,,,,,,,,,,,"20,700.00",,**,"8,382.00",,,,,,,,,,,,,,,,,6.36,,,,,,,,,,,,,**La DBO es mayor a la esperada >7000 mg/l
10/22/19,LN2_CB,,,,,,,,,,,,,"12,800.00",,"12,250.00","54,712.00",,,,,,,,,,,,,,,,,7.04,,,,,,,,,,,,,
11/12/19,LN2_SB,,,,,,,,,,,,,"19,870.00",,"32,500.00","56,389.00",,,,,,,,,,,,,,,,,6.67,,,,,,,,,,,,,
11/12/19,LN2_CB,,,,,,,,,,,,,"16,930.00",,"1,900.00","27,820.00",,,,,,,,,,,,,,,,,7.42,,,,,,,,,,,,,
11/19/19,LN2_SB,,,,,,,,,,,,,"19,180.00",,"40,500.00","47,654.00",,,,,,,,,,,,,,,,,6.85,,,,,,,,,,,,,
11/19/19,LN2_CB,,,,,,,,,,,,,"16,030.00",,"11,250.00","24,203.00",,,,,,,,,,,,,,,,,7.55,,,,,,,,,,,,,
12/03/19,LN2_SB,,,,,,,,,,,,,"11,460.00",,"4,600.00","9,833.00",,,,,,,,,,,,,,,,,7.76,,,,,,,,,,,,,
12/03/19,LN2_CB,,,,,,,,,,,,,"11,820.00",,"1,625.00","4,354.00",,,,,,,,,,,,,,,,,7.79,,,,,,,,,,,,,
12/17/19,LN1,,602.8,,,<10,,,,,197.45,,,"14,310.00",117.37,**,"1,542.00",,,,,,5.6067,,0.96569,<6,169.62,,,,,,,8.16,<50,,,,16,4416,,,,,,0.54351,** La DBO es menor a la esperada <200 mg/l
12/17/19,LN2_CM,,19613,,,<10,,,,,130.02,,,"18,980.00",290.73,"11,000.00","26,603.00",,,,,,68.222,,13.662,<6,355.08,,,,,,,7.32,50.71,,,,680,13710,,,,,,1.1891,
