fecha,referencia,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster_hibrido
06/04/01,P1,-2.172839602753545,-0.5214454516870245,-0.4448312888001023,-0.1628545774349822,-0.3997444431523042,-0.0489753088326679,-0.0924301013311041,-0.2336169543430259,-0.0316751124029215,0.2103302181077535,1
06/04/01,P2,-1.989672608412433,-0.561169066600504,0.142020533327746,0.4164509020789732,-0.9918519177513636,0.0929486417567636,0.0530496557220036,0.8002444760787331,-0.385982021201984,-0.6176657733576156,1
06/04/01,P3,-2.1541758444294143,-0.1007297058364939,-0.2142037136456759,0.9964455325102092,0.8924297930399341,0.249675471702181,-0.4906138106861289,-0.7949338665170586,0.1288610157334159,1.0302851020373731,1
06/04/01,P4,-2.2380513527880845,-0.3162208141697207,-1.2088466286379416,-0.959316355872611,-0.3147958514520827,-0.046409962183279,0.3421042844658892,-0.3698223110231602,0.1300149620651914,0.1863291135685071,1
07/04/01,P1,-2.375186573947052,-0.3228742304580269,-0.9717957192162792,-0.991751590807564,-0.3462657390802736,-0.0707626691079853,0.2279688955002616,-0.4031086592388441,0.2827345480607867,0.1076798636227853,1
07/04/01,P2,-2.147697386939471,-0.5303697258950882,-0.4076303768512261,-0.1964794916308316,-0.4393055425145305,-0.0835299839034744,-0.131254037258201,-0.2249783478079514,0.0280531769997159,0.1832187531332572,1
07/04/01,P3,-2.147730833482077,-0.4275968196718779,-0.7195789360395904,-0.5433706347541972,-0.4243246232323511,-0.0989798621630063,0.0339847144403911,-0.2783885695762135,0.089340706744896,0.1761566422545769,1
07/04/01,P4,-2.146144436536362,-0.4558771733766888,-0.9143724741616798,-0.7947585045262565,-0.291873488822512,-0.0686589410264021,0.1165506298452296,-0.2026161239505879,0.0788144683964716,0.1362109154071831,1
03/20/02,P1,-2.365183355866568,-0.2985857603174661,1.0199707781452516,1.6155434764675174,0.3059652713940282,0.1367555692095905,-0.8619085657100638,-0.4317260222329948,0.361715603725297,0.4403987981498203,1
03/20/02,P2,-2.2554888658841072,-0.4661526319639686,-0.5658992834537393,-0.482081291167809,-0.4575640111032218,-0.0417158588643441,0.2549774557330067,-0.1807904366294637,0.2441832089026852,-0.2899138818369208,1
03/20/02,P3,-2.268736289013181,-0.5754366408974295,0.6000025055577549,0.5077689265316945,-1.3876609226119556,-0.0479808809472668,0.0286416418064652,0.8164130382467008,0.0220222869741299,-0.9210436913701104,1
03/20/02,P4,-2.2766227673362445,-0.0988691602024454,0.0876437093810935,1.2882310604008946,0.9229950249112036,0.1570573554640061,-0.6069614689484489,-1.0479752747461597,0.4965370231030361,1.0458315966287437,1
11/06/02,P1,-0.6336845310669283,0.9383603468127516,0.4821841045774172,0.1515026236976213,-0.1073630542825405,-0.363613158981828,1.9960849025240908,0.5280610892199334,-0.1181964708947036,-0.5166382218771167,1
11/06/02,P2,-0.7573510119548842,1.137157126225314,0.6904941741871743,0.787796781627306,0.8651312804765672,-0.3574748336364164,1.7427018181163212,-0.1989961912868802,-0.0047217583303426,0.4734113067575164,1
11/06/02,P3,-0.7107848924114782,1.2556215811220104,0.9707611331098456,1.7221938897846358,1.5996179093138194,-0.2503270262678717,1.383712148466839,-0.563115891416614,0.32874786832286,0.8979659465445105,1
11/06/02,P4,-0.4935805545681833,1.3654195477845752,-0.693774697967411,1.329905723974696,1.0445975084977952,-0.0806182308094526,2.9626444606118127,0.68023815218641,-0.2942464729698979,0.389636372361836,1
12/04/02,P1,-1.8686499316570524,-0.2887829162584912,0.2178007580267107,0.1315411978806207,-0.1321079215942349,0.1780230032331912,0.031178662083319,0.1705029169377733,0.3744921622102306,-0.5871180478435889,1
12/04/02,P2,-1.566813901371661,-0.0638152934506826,0.2134895680880583,1.0448574575487874,1.3414802762207276,0.2052589280803929,-0.6153317501053237,-1.1840566482392965,0.8611329091014032,0.7833754675603211,1
12/04/02,P3,-1.8486420746196448,-0.4646534186248299,0.0352570226488964,-0.2673431084368166,-0.4818346380293681,0.0468811676961157,0.2166206443509738,0.2964243716220812,0.4807562515632706,-0.854754501368304,1
12/04/02,P4,-1.7786140271898452,-0.5127213413751501,1.1996514339393427,1.2084451565500511,-0.4025313314171114,0.1807428661931918,-0.3891018260643316,0.498387919059987,0.197280211978387,-0.7419553736868986,1
03/31/03,P1,-1.4407035251401143,-0.674271801225944,-0.5277471600025273,0.2208857000570659,0.3143474554004699,-0.0315602845370761,-0.3763412250498989,-0.6670342826345753,-0.1504321579748742,0.759483458305837,1
